ID,Start time,Completion time,Email,Name,Gender,Level/Year,Age,Your cumulative average (GPA),Before COVID-19: Which of the following digital tools do you usually use?,After COVID-19: Which of the following digital tools do you usually use?,Before COVID-19: How much time do you spend using the digital tools in learning?,After COVID-19: How much time do you spend using the digital tools in learning?,"Before COVID-19: I always use digital tools (mobile, laptop, i-pad) in studying.","After COVID-19: I always use digital tools (mobile, laptop, i-pad) in studying.","Before COVID-19: When I use the mobile phone, tablet or laptop in e-learning, I cannot concentrate and I am distracted.","After COVID-19: When I use the mobile phone, tablet or laptop in e-learning, I cannot concentrate and I am distracted.",Before COVID-19: I have fixed hours for bedtime and wake-up. ,After COVID-19: I have fixed hours for bedtime and wake-up. ,"Before COVID-19: Prolonged use of digital tools for learning (mobile, laptop, i-pad) affected my sleeping habits.","After COVID-19: Prolonged use of digital tools for learning (mobile, laptop, i-pad) affected my sleeping habits.",Before COVID-19: Continuous exposure to electronic screens in online learning is tiring and exhausting,After COVID-19: Continuous exposure to electronic screens in online learning is tiring and exhausting,"The distance learning system, caused by the COVID-19 epidemic, resulted in social distancing.","Prolonged use of digital tools (mobile, laptop, i-pad) causes students’ isolation ",University learning contributes to strengthening the social personality of students.,Staying home for long periods of time leads to lethargy and laziness.,"Prolonged use of e-learning tools often leads to boredom, nervousness, and tension.",The psychological element is a key factor in the success of the educational process.,"Some students cannot afford buying all necessary digital tools, which is embarrassing and frustrating.",I don’t recommend continuing with the online learning model because it is socially and psychologically unhealthy.,"Measures of lockdown, closures, and quarantine, brought by COVID-19 caused stress, frustration, and depression.",Use of digital learning tools is responsible for my low academic performance.,"The volume of assignments via e-learning led to confusion, frustration and poor performance. ",Face-to-face interaction contributes significantly to boosting students’ academic achievement.,Taking quizzes and exams online from home was not comfortable and made me nervous.
608,6/17/20 17:06:45,6/17/20 17:10:01,anonymous,,Male,Fourth/Senior,25-30,80-89 / 3-3.49,Laptop,Laptop,+12,+12,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Uncertain,Uncertain,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
609,6/17/20 17:09:45,6/17/20 17:12:57,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,1-3 ,Uncertain,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,"Uncertain	","Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Uncertain,Disagree
610,6/17/20 17:11:47,6/17/20 17:14:25,anonymous,,Female,Third/Junior,18-24,70-79 / 2.5-299,Mobile phone,Laptop,1-3 ,6-9,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
611,6/17/20 17:09:37,6/17/20 17:15:13,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Laptop,Mobile phone,6-9,9-12,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Uncertain,Agree,Agree,"Uncertain	","Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Uncertain,Agree,Uncertain
612,6/17/20 17:09:22,6/17/20 17:15:31,anonymous,,Female,Second/ Sophomore,18-24,70-79 / 2.5-299,Other,Laptop,1-3 ,3-6,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
613,6/17/20 17:14:13,6/17/20 17:15:48,anonymous,,Female,Third/Junior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,3-6,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
614,6/17/20 17:12:33,6/17/20 17:16:19,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,3-6,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	","Agree	",Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Uncertain,Agree,Strongly Agree,Disagree
615,6/17/20 17:13:01,6/17/20 17:17:03,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,3-6,Uncertain,Uncertain,Uncertain,Uncertain,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,"Agree	",Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Disagree
616,6/17/20 17:12:09,6/17/20 17:17:27,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Other,Mobile phone,3-6,1-3 ,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree
617,6/17/20 17:15:31,6/17/20 17:17:38,anonymous,,Female,First/Freshman,18-24,+90 / +3.5,Mobile phone,Laptop,1-3 ,9-12,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Disagree,Uncertain,Uncertain,Strongly Agree,Agree,Agree,Strongly Agree
618,6/17/20 17:13:51,6/17/20 17:18:21,anonymous,,Female,Third/Junior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,3-6,3-6,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,"Uncertain	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Uncertain
619,6/17/20 17:15:46,6/17/20 17:19:25,anonymous,,Female,Other,18-24,80-89 / 3-3.49,Mobile phone,Laptop,1-3 ,3-6,Uncertain,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
620,6/17/20 17:16:35,6/17/20 17:19:31,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,6-9,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
621,6/17/20 17:17:50,6/17/20 17:21:57,anonymous,,Male,Second/ Sophomore,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,6-9,Uncertain,Disagree,Strongly Agree,Strongly Agree,Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
622,6/17/20 17:17:59,6/17/20 17:22:20,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Laptop,Laptop,3-6,3-6,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree
623,6/17/20 17:16:47,6/17/20 17:22:38,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,3-6,6-9,Agree,Agree,Disagree,Uncertain,Strongly Agree,Disagree,Uncertain,Strongly Agree,Agree,Agree,"Uncertain	","Uncertain	","Uncertain	","Uncertain	",Agree,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Uncertain,Agree,Strongly Agree,Strongly Agree
624,6/17/20 17:19:44,6/17/20 17:23:11,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,3-6,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Uncertain	",Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree
625,6/17/20 17:25:16,6/17/20 17:27:08,anonymous,,Female,Fourth/Senior,18-24,+90 / +3.5,Other,Mobile phone,1-3 ,6-9,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
626,6/17/20 17:25:41,6/17/20 17:30:47,anonymous,,Female,Second/ Sophomore,18-24,+90 / +3.5,Laptop,Laptop,1-3 ,3-6,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
627,6/17/20 17:29:23,6/17/20 17:32:04,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,6-9,Disagree,Disagree,Disagree,Strongly Agree,Uncertain,Uncertain,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,"Uncertain	",Strongly Agree,"Agree	",Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
628,6/17/20 17:28:30,6/17/20 17:32:41,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,6-9,Uncertain,Uncertain,Disagree,Disagree,Agree,Disagree,Uncertain,Agree,Strongly Agree,Strongly Agree,"Uncertain	","Agree	","Uncertain	",Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
629,6/17/20 17:31:36,6/17/20 17:34:54,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,3-6,Strongly Agree,Strongly Agree,Uncertain,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	","Uncertain	",Strongly Agree,Uncertain,Agree,Strongly Agree,Agree,Uncertain,Agree,Agree,Strongly Agree,Disagree
630,6/17/20 17:30:29,6/17/20 17:35:20,anonymous,,Female,Fourth/Senior,25-30,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,6-9,Disagree,Agree,Agree,Uncertain,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,"Agree	","Agree	","Uncertain	","Agree	",Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree
631,6/17/20 17:38:22,6/17/20 17:40:36,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,1-3 ,Uncertain,Uncertain,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain
632,6/17/20 17:35:56,6/17/20 17:40:51,anonymous,,Female,Fourth/Senior,18-24,+90 / +3.5,Mobile phone,Mobile phone,3-6,9-12,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,"Uncertain	",Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree
633,6/17/20 17:15:43,6/17/20 17:41:10,anonymous,,Female,Second/ Sophomore,18-24,+90 / +3.5,Laptop,Mobile phone,1-3 ,3-6,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,"Agree	","Agree	","Uncertain	",Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree
634,6/17/20 17:34:02,6/17/20 17:41:17,anonymous,,Female,Third/Junior,18-24,+90 / +3.5,Mobile phone,Mobile phone,1-3 ,3-6,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
635,6/17/20 17:39:47,6/17/20 17:42:50,anonymous,,Female,Third/Junior,18-24,+90 / +3.5,Mobile phone,Mobile phone,1-3 ,1-3 ,Agree,Strongly Agree,Uncertain,Uncertain,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Uncertain	","Uncertain	","Agree	","Agree	",Agree,Agree,Agree,Disagree,Agree,Uncertain,Uncertain,Uncertain,Strongly Disagree
636,6/17/20 17:40:59,6/17/20 17:44:19,anonymous,,Female,First/Freshman,18-24,70-79 / 2.5-299,Mobile phone,Laptop,1-3 ,1-3 ,Uncertain,Uncertain,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Uncertain,Agree,Strongly Agree,Strongly Agree
637,6/17/20 17:41:03,6/17/20 17:44:28,anonymous,,Female,First/Freshman,18-24,+90 / +3.5,Mobile phone,Mobile phone,1-3 ,3-6,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
638,6/17/20 17:43:23,6/17/20 17:47:50,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,3-6,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Uncertain	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
639,6/17/20 17:50:22,6/17/20 17:56:09,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,6-9,Uncertain,Strongly Agree,Uncertain,Agree,Agree,Disagree,Uncertain,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Uncertain	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
640,6/17/20 18:01:35,6/17/20 18:05:14,anonymous,,Female,Other,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,6-9,9-12,Agree,Agree,Uncertain,Uncertain,Agree,Agree,Uncertain,Uncertain,Agree,Agree,Disagree,"Agree	","Uncertain	","Agree	",Agree,Agree,Agree,Agree,Agree,Agree,Uncertain,Agree,Uncertain
641,6/17/20 18:01:16,6/17/20 18:08:38,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,6-9,9-12,Agree,Agree,Uncertain,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,"Uncertain	",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree
642,6/17/20 18:09:44,6/17/20 18:13:20,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,1-3 ,Uncertain,Agree,Disagree,Disagree,Uncertain,Uncertain,Agree,Agree,Agree,Agree,Disagree,"Uncertain	",Disagree,"Agree	",Agree,Agree,Agree,Uncertain,Agree,Uncertain,Agree,Agree,Disagree
643,6/17/20 18:17:14,6/17/20 18:20:20,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,6-9,6-9,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Uncertain,Agree,"Uncertain	","Agree	","Agree	",Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain
644,6/17/20 18:18:25,6/17/20 18:21:55,anonymous,,Female,Third/Junior,18-24,70-79 / 2.5-299,Laptop,Laptop,1-3 ,3-6,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Uncertain,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
645,6/17/20 18:17:48,6/17/20 18:21:56,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,3-6,Uncertain,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Uncertain,Strongly Agree,Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
646,6/17/20 18:25:05,6/17/20 18:27:26,anonymous,,Female,Other,+30,+90 / +3.5,Laptop,Laptop,1-3 ,1-3 ,Uncertain,Uncertain,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Agree
647,6/17/20 18:26:53,6/17/20 18:32:28,anonymous,,Female,Second/ Sophomore,18-24,70-79 / 2.5-299,Other,Mobile phone,1-3 ,9-12,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
648,6/17/20 18:40:53,6/17/20 18:43:46,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,3-6,Uncertain,Agree,Uncertain,Disagree,Strongly Agree,Uncertain,Uncertain,Agree,Uncertain,Agree,"Agree	","Agree	",Disagree,"Uncertain	",Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Uncertain,Agree
649,6/17/20 18:43:07,6/17/20 18:47:20,anonymous,,Female,Second/ Sophomore,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,6-9,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,"Uncertain	",Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree
650,6/17/20 18:48:26,6/17/20 18:50:24,anonymous,,Female,Fourth/Senior,18-24,+90 / +3.5,Other,Laptop,3-6,6-9,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,"Uncertain	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree
651,6/17/20 18:46:35,6/17/20 18:50:38,anonymous,,Female,Other,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,6-9,Disagree,Uncertain,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Uncertain,Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree
652,6/17/20 18:53:56,6/17/20 18:58:07,anonymous,,Female,Second/ Sophomore,18-24,+90 / +3.5,Mobile phone,Mobile phone,1-3 ,6-9,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,"Uncertain	",Disagree,"Agree	","Agree	",Uncertain,Agree,Strongly Agree,Agree,Agree,Agree,Uncertain,Agree,Agree
653,6/17/20 19:08:08,6/17/20 19:12:42,anonymous,,Female,Second/ Sophomore,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,6-9,9-12,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Uncertain,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
654,6/17/20 19:14:32,6/17/20 19:18:56,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Laptop,1-3 ,3-6,Agree,Strongly Agree,Disagree,Uncertain,Strongly Agree,Uncertain,Uncertain,Agree,Agree,Strongly Agree,Disagree,"Agree	",Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Uncertain,Agree,Uncertain,Agree,Agree,Disagree
655,6/17/20 19:14:44,6/17/20 19:21:07,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Other,Mobile phone,1-3 ,9-12,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Uncertain,Agree,Uncertain,Strongly Disagree
656,6/17/20 19:26:37,6/17/20 19:33:54,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,6-9,9-12,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,"Uncertain	","Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Uncertain
657,6/17/20 19:31:03,6/17/20 19:34:55,anonymous,,Female,First/Freshman,18-24,+90 / +3.5,Mobile phone,Mobile phone,1-3 ,3-6,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Uncertain,Strongly Agree,Strongly Agree
658,6/17/20 19:32:00,6/17/20 19:36:34,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Personal Computer,1-3 ,3-6,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
659,6/17/20 19:52:29,6/17/20 19:56:28,anonymous,,Male,Second/ Sophomore,18-24,70-79 / 2.5-299,Mobile phone,Laptop,1-3 ,3-6,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Uncertain,Uncertain,Strongly Agree,Uncertain,Uncertain,"Agree	",Disagree,Strongly Disagree,"Agree	",Uncertain,Agree,Uncertain,Disagree,Disagree,Uncertain,Disagree,Agree,Strongly Disagree
660,6/17/20 20:09:12,6/17/20 20:13:01,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,3-6,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
661,6/17/20 20:13:16,6/17/20 20:20:16,anonymous,,Female,First/Freshman,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,3-6,6-9,Uncertain,Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Uncertain,Agree,Disagree,"Agree	","Agree	",Disagree,Agree,Strongly Agree,Strongly Agree,Uncertain,Disagree,Agree,Agree,Agree,Disagree
662,6/17/20 20:37:55,6/17/20 20:42:32,anonymous,,Female,First/Freshman,18-24,+90 / +3.5,Mobile phone,Laptop,1-3 ,1-3 ,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
663,6/17/20 20:45:07,6/17/20 20:49:42,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Laptop,6-9,+12,Agree,Strongly Agree,Uncertain,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,"Uncertain	",Strongly Agree,"Uncertain	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Disagree
